Dataset,Model,Cost,Fold,Status,Critical Labels,Reason
music,GSI_MLC_PA_SVM,0.30,5,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.35,1,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.35,2,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.35,3,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.35,4,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.35,5,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.40,1,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.40,2,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.40,3,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.40,4,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.40,5,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.50,1,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.50,2,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.50,3,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.50,4,N/A,[],label policy is not configured by the domain
music,GSI_MLC_PA_SVM,0.50,5,N/A,[],label policy is not configured by the domain
