Dataset,Model,Fold,Bin,Absolute Gap,Count,Lower Bound,Mean Predicted Probability,Observed Positive Rate,Upper Bound
music,CC_MLP,3,9,,0,0.9,,,1.0
music,CC_MLP,4,0,,0,0.0,,,0.1
music,CC_MLP,4,1,0.16391822695732117,1,0.1,0.16391822695732117,0.0,0.2
music,CC_MLP,4,2,0.1904897785411691,53,0.2,0.26596147665437664,0.07547169811320754,0.3
music,CC_MLP,4,3,0.30570777049360354,129,0.3,0.35221939840058025,0.046511627906976744,0.4
music,CC_MLP,4,4,0.29501971719311737,204,0.4,0.4567844230754703,0.16176470588235295,0.5
music,CC_MLP,4,5,0.06407845103852106,214,0.5,0.5453868622534743,0.48130841121495327,0.6
music,CC_MLP,4,6,0.021522507948033898,102,0.6,0.6353402371500053,0.6568627450980392,0.7
music,CC_MLP,4,7,0.002171034162694707,11,0.7,0.729443761435422,0.7272727272727273,0.8
music,CC_MLP,4,8,,0,0.8,,,0.9
music,CC_MLP,4,9,,0,0.9,,,1.0
music,CC_MLP,5,0,,0,0.0,,,0.1
music,CC_MLP,5,1,0.16905253132184347,6,0.1,0.16905253132184347,0.0,0.2
music,CC_MLP,5,2,0.24564018148057,47,0.2,0.26691677722525087,0.02127659574468085,0.3
music,CC_MLP,5,3,0.30620322035530867,118,0.3,0.3570506779824273,0.05084745762711865,0.4
music,CC_MLP,5,4,0.2630046002105274,226,0.4,0.45769486569725304,0.19469026548672566,0.5
music,CC_MLP,5,5,0.08740693052238391,214,0.5,0.5406779585597671,0.4532710280373832,0.6
music,CC_MLP,5,6,0.04448653525776336,90,0.6,0.6444023536311255,0.6888888888888889,0.7
music,CC_MLP,5,7,0.1144158473381629,13,0.7,0.7317379988156832,0.8461538461538461,0.8
music,CC_MLP,5,8,,0,0.8,,,0.9
music,CC_MLP,5,9,,0,0.9,,,1.0
music,MLC_PA_MLP,1,0,,0,0.0,,,0.1
music,MLC_PA_MLP,1,1,,0,0.1,,,0.2
music,MLC_PA_MLP,1,2,0.2683906439277861,9,0.2,0.2683906439277861,0.0,0.3
music,MLC_PA_MLP,1,3,0.34396332125914725,95,0.3,0.3650159528380946,0.021052631578947368,0.4
music,MLC_PA_MLP,1,4,0.33361676639698923,235,0.4,0.4570210217161382,0.12340425531914893,0.5
music,MLC_PA_MLP,1,5,0.10139128355064775,297,0.5,0.5424687246280888,0.44107744107744107,0.6
music,MLC_PA_MLP,1,6,0.11444194815052089,67,0.6,0.6318267085658971,0.746268656716418,0.7
music,MLC_PA_MLP,1,7,0.27074586749076845,10,0.7,0.7292541325092315,1.0,0.8
music,MLC_PA_MLP,1,8,0.19352596998214722,1,0.8,0.8064740300178528,1.0,0.9
music,MLC_PA_MLP,1,9,,0,0.9,,,1.0
music,MLC_PA_MLP,2,0,,0,0.0,,,0.1
music,MLC_PA_MLP,2,1,0.19496485590934753,1,0.1,0.19496485590934753,0.0,0.2
music,MLC_PA_MLP,2,2,0.2861845818432895,11,0.2,0.2861845818432895,0.0,0.3
music,MLC_PA_MLP,2,3,0.3390176579052088,98,0.3,0.35942582117051497,0.02040816326530612,0.4
music,MLC_PA_MLP,2,4,0.27680737803910527,262,0.4,0.45619669101620447,0.17938931297709923,0.5
